dx_class	ICD10_CD	ICD10_CD_NODOT	ICD10_LDESC	IsSubsequent	IsSequela	Billable	Remission
Self-inflicted Injury/Poisoning	T38.2X2S	T382X2S	Poisoning by antithyroid drugs, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.3X2	T383X2	Poisn by insulin and oral hypoglycemic drugs, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.3X2A	T383X2A	Poisn by insulin and oral hypoglycemic drugs, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.3X2D	T383X2D	Poisn by insulin and oral hypoglycemic drugs, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.3X2S	T383X2S	Poisn by insulin and oral hypoglycemic drugs, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T38.4X2	T384X2	Poisoning by oral contraceptives, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.4X2A	T384X2A	Poisoning by oral contraceptives, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.4X2D	T384X2D	Poisoning by oral contraceptives, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.4X2S	T384X2S	Poisoning by oral contraceptives, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.5X2	T385X2	Poisoning by oth estrogens and progestogens, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.5X2A	T385X2A	Poisoning by oth estrogens and progestogens, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.5X2D	T385X2D	Poisoning by oth estrogens and progestogens, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.5X2S	T385X2S	Poisoning by oth estrogens and progstrn, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.6X2	T386X2	Poisn by antigonadtr/antiestr/antiandrg, NEC, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.6X2A	T386X2A	Poisn by antigonadtr/antiestr/antiandrg, NEC, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.6X2D	T386X2D	Poisn by antigonadtr/antiestr/antiandrg, NEC, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.6X2S	T386X2S	Poisn by antigonadtr/antiestr/antiandrg, NEC, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T38.7X2	T387X2	Poisn by androgens and anabolic congeners, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.7X2A	T387X2A	Poisn by androgens and anabolic congeners, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.7X2D	T387X2D	Poisn by androgens and anabolic congeners, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.7X2S	T387X2S	Poisn by androgens and anabolic congeners, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.802	T38802	Poisn by unsp hormones and synthetic sub, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.802A	T38802A	Poisn by unsp hormones and synthetic sub, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.802D	T38802D	Poisn by unsp hormones and synthetic sub, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.802S	T38802S	Poisn by unsp hormones and synthetic sub, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.812	T38812	Poisoning by anterior pituitary hormones, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.812A	T38812A	Poisoning by anterior pituitary hormones, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.812D	T38812D	Poisoning by anterior pituitary hormones, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.812S	T38812S	Poisoning by anterior pituitary hormones, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.892	T38892	Poisoning by oth hormones and synthetic sub, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.892A	T38892A	Poisoning by oth hormones and synthetic sub, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.892D	T38892D	Poisoning by oth hormones and synthetic sub, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.892S	T38892S	Poisn by oth hormones and synthetic sub, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.902	T38902	Poisoning by unsp hormone antagonists, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.902A	T38902A	Poisoning by unsp hormone antagonists, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.902D	T38902D	Poisoning by unsp hormone antagonists, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.902S	T38902S	Poisoning by unsp hormone antagonists, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T38.992	T38992	Poisoning by oth hormone antagonists, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T38.992A	T38992A	Poisoning by oth hormone antagonists, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T38.992D	T38992D	Poisoning by oth hormone antagonists, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T38.992S	T38992S	Poisoning by oth hormone antagonists, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.012	T39012	Poisoning by aspirin, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.012A	T39012A	Poisoning by aspirin, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T39.012D	T39012D	Poisoning by aspirin, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T39.012S	T39012S	Poisoning by aspirin, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.092	T39092	Poisoning by salicylates, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.092A	T39092A	Poisoning by salicylates, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T39.092D	T39092D	Poisoning by salicylates, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T39.092S	T39092S	Poisoning by salicylates, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.1X2	T391X2	Poisoning by 4-Aminophenol derivatives, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.1X2A	T391X2A	Poisoning by 4-Aminophenol derivatives, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.1X2D	T391X2D	Poisoning by 4-Aminophenol derivatives, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.1X2S	T391X2S	Poisoning by 4-Aminophenol derivatives, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.2X2	T392X2	Poisoning by pyrazolone derivatives, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.2X2A	T392X2A	Poisoning by pyrazolone derivatives, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.2X2D	T392X2D	Poisoning by pyrazolone derivatives, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.2X2S	T392X2S	Poisoning by pyrazolone derivatives, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.312	T39312	Poisoning by propionic acid derivatives, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.312A	T39312A	Poisoning by propionic acid derivatives, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.312D	T39312D	Poisoning by propionic acid derivatives, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.312S	T39312S	Poisoning by propionic acid derivatives, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.392	T39392	Poisn by oth nonsteroid anti-inflam drugs, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.392A	T39392A	Poisn by oth nonsteroid anti-inflam drugs, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.392D	T39392D	Poisn by oth nonsteroid anti-inflam drugs, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.392S	T39392S	Poisn by oth nonsteroid anti-inflam drugs, slf-hrm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.4X2	T394X2	Poisoning by antirheumatics, NEC, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.4X2A	T394X2A	Poisoning by antirheumatics, NEC, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.4X2D	T394X2D	Poisoning by antirheumatics, NEC, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.4X2S	T394X2S	Poisoning by antirheumatics, NEC, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T39.8X2	T398X2	Poisn by oth nonopio analges/antipyret, NEC, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.8X2A	T398X2A	Poisn by oth nonopio analges/antipyret, NEC, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.8X2D	T398X2D	Poisn by oth nonopio analges/antipyret, NEC, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.8X2S	T398X2S	Poisn by oth nonopio analges/antipyret, NEC, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T39.92X	T3992X	Poisn by unsp nonopi analgs/antipyr/antirheu, slf-hrm	0	0	0	0
Self-inflicted Injury/Poisoning	T39.92XA	T3992XA	Poisn by unsp nonopi analgs/antipyr/antirheu, slf-hrm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T39.92XD	T3992XD	Poisn by unsp nonopi analgs/antipyr/antirheu, slf-hrm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T39.92XS	T3992XS	Poisn by unsp nonopi analgs/antipyr/antirheu, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T40.0X2	T400X2	Poisoning by opium, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.0X2A	T400X2A	Poisoning by opium, intentional self-harm, initial encounter	0	0	1	0
Self-inflicted Injury/Poisoning	T40.0X2D	T400X2D	Poisoning by opium, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.0X2S	T400X2S	Poisoning by opium, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.1X2	T401X2	Poisoning by heroin, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.1X2A	T401X2A	Poisoning by heroin, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T40.1X2D	T401X2D	Poisoning by heroin, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.1X2S	T401X2S	Poisoning by heroin, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.2X2	T402X2	Poisoning by oth opioids, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.2X2A	T402X2A	Poisoning by oth opioids, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T40.2X2D	T402X2D	Poisoning by oth opioids, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.2X2S	T402X2S	Poisoning by other opioids, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.3X2	T403X2	Poisoning by methadone, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.3X2A	T403X2A	Poisoning by methadone, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T40.3X2D	T403X2D	Poisoning by methadone, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.3X2S	T403X2S	Poisoning by methadone, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.4X2	T404X2	Poisoning by oth synthetic narcotics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.4X2A	T404X2A	Poisoning by oth synthetic narcotics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.4X2D	T404X2D	Poisoning by oth synthetic narcotics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.4X2S	T404X2S	Poisoning by oth synthetic narcotics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.5X2	T405X2	Poisoning by cocaine, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.5X2A	T405X2A	Poisoning by cocaine, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T40.5X2D	T405X2D	Poisoning by cocaine, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.5X2S	T405X2S	Poisoning by cocaine, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.602	T40602	Poisoning by unsp narcotics, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.602A	T40602A	Poisoning by unsp narcotics, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.602D	T40602D	Poisoning by unsp narcotics, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.602S	T40602S	Poisoning by unsp narcotics, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.692	T40692	Poisoning by oth narcotics, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.692A	T40692A	Poisoning by oth narcotics, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.692D	T40692D	Poisoning by oth narcotics, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.692S	T40692S	Poisoning by other narcotics, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.7X2	T407X2	Poisoning by cannabis (derivatives), self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.7X2A	T407X2A	Poisoning by cannabis (derivatives), self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.7X2D	T407X2D	Poisoning by cannabis (derivatives), self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.7X2S	T407X2S	Poisoning by cannabis (derivatives), self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.8X2	T408X2	Poisoning by lysergide, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.8X2A	T408X2A	Poisoning by lysergide, intentional self-harm, init encntr	0	0	1	0
Self-inflicted Injury/Poisoning	T40.8X2D	T408X2D	Poisoning by lysergide, intentional self-harm, subs encntr	1	0	1	0
Self-inflicted Injury/Poisoning	T40.8X2S	T408X2S	Poisoning by lysergide [LSD], intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.902	T40902	Poisoning by unsp psychodysleptics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.902A	T40902A	Poisoning by unsp psychodysleptics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.902D	T40902D	Poisoning by unsp psychodysleptics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.902S	T40902S	Poisoning by unsp psychodysleptics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T40.992	T40992	Poisoning by oth psychodysleptics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T40.992A	T40992A	Poisoning by oth psychodysleptics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T40.992D	T40992D	Poisoning by oth psychodysleptics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T40.992S	T40992S	Poisoning by oth psychodysleptics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.0X2	T410X2	Poisoning by inhaled anesthetics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.0X2A	T410X2A	Poisoning by inhaled anesthetics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.0X2D	T410X2D	Poisoning by inhaled anesthetics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.0X2S	T410X2S	Poisoning by inhaled anesthetics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.1X2	T411X2	Poisoning by intravenous anesthetics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.1X2A	T411X2A	Poisoning by intravenous anesthetics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.1X2D	T411X2D	Poisoning by intravenous anesthetics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.1X2S	T411X2S	Poisoning by intravenous anesthetics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.202	T41202	Poisoning by unsp general anesthetics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.202A	T41202A	Poisoning by unsp general anesthetics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.202D	T41202D	Poisoning by unsp general anesthetics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.202S	T41202S	Poisoning by unsp general anesthetics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.292	T41292	Poisoning by oth general anesthetics, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.292A	T41292A	Poisoning by oth general anesthetics, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.292D	T41292D	Poisoning by oth general anesthetics, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.292S	T41292S	Poisoning by oth general anesthetics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.3X2	T413X2	Poisoning by local anesthetics, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.3X2A	T413X2A	Poisoning by local anesthetics, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.3X2D	T413X2D	Poisoning by local anesthetics, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.3X2S	T413X2S	Poisoning by local anesthetics, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.42X	T4142X	Poisoning by unsp anesthetic, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.42XA	T4142XA	Poisoning by unsp anesthetic, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.42XD	T4142XD	Poisoning by unsp anesthetic, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.42XS	T4142XS	Poisoning by unsp anesthetic, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T41.5X2	T415X2	Poisoning by therapeutic gases, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T41.5X2A	T415X2A	Poisoning by therapeutic gases, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T41.5X2D	T415X2D	Poisoning by therapeutic gases, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T41.5X2S	T415X2S	Poisoning by therapeutic gases, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T42.0X2	T420X2	Poisoning by hydantoin derivatives, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T42.0X2A	T420X2A	Poisoning by hydantoin derivatives, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T42.0X2D	T420X2D	Poisoning by hydantoin derivatives, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T42.0X2S	T420X2S	Poisoning by hydantoin derivatives, self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T42.1X2	T421X2	Poisoning by iminostilbenes, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T42.1X2A	T421X2A	Poisoning by iminostilbenes, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T42.1X2D	T421X2D	Poisoning by iminostilbenes, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T42.1X2S	T421X2S	Poisoning by iminostilbenes, intentional self-harm, sequela	0	1	1	0
Self-inflicted Injury/Poisoning	T42.2X2	T422X2	Poisn by succinimides and oxazolidinediones, self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T42.2X2A	T422X2A	Poisn by succinimides and oxazolidinediones, self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T42.2X2D	T422X2D	Poisn by succinimides and oxazolidinediones, self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T42.2X2S	T422X2S	Poisn by succinimides and oxazolidinediones, slf-hrm, sqla	0	1	1	0
Self-inflicted Injury/Poisoning	T42.3X2	T423X2	Poisoning by barbiturates, intentional self-harm	0	0	0	0
Self-inflicted Injury/Poisoning	T42.3X2A	T423X2A	Poisoning by barbiturates, intentional self-harm, init	0	0	1	0
Self-inflicted Injury/Poisoning	T42.3X2D	T423X2D	Poisoning by barbiturates, intentional self-harm, subs	1	0	1	0
Self-inflicted Injury/Poisoning	T42.3X2S	T423X2S	Poisoning by barbiturates, intentional self-harm, sequela	0	1	1	0
