Obs,CODE,CATEGORY,DESC,REV,CMS06,CMS07,CMS08,CMS09,CMS10,CMS11,CMS12,CMS13,CMS14,CMS15,CMS16,CMS17,CMS18,CMS19,CMS20,CMS21,CMS22,CMS23,CMS24,CMS25
173,T7432XD,Abuse and neglect,"CHILD PSYCHOLOGICAL ABUSE, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
174,T7432XS,Abuse and neglect,"CHILD PSYCHOLOGICAL ABUSE, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
175,T744XXA,Abuse and neglect,"SHAKEN INFANT SYNDROME, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
176,T744XXD,Abuse and neglect,"SHAKEN INFANT SYNDROME, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
177,T744XXS,Abuse and neglect,"SHAKEN INFANT SYNDROME, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
178,T7451XA,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
179,T7451XD,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
180,T7451XS,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
181,T7452XA,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
182,T7452XD,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
183,T7452XS,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
184,T7461XA,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
185,T7461XD,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
186,T7461XS,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
187,T7462XA,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
188,T7462XD,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
189,T7462XS,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
190,T7491XA,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
191,T7491XD,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
192,T7491XS,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
193,T7492XA,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
194,T7492XD,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
195,T7492XS,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
196,T74A1XA,Abuse and neglect,"ADULT FINANCIAL ABUSE, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
197,T74A1XD,Abuse and neglect,"ADULT FINANCIAL ABUSE, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
198,T74A1XS,Abuse and neglect,"ADULT FINANCIAL ABUSE, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
199,T74A2XA,Abuse and neglect,"CHILD FINANCIAL ABUSE, CONFIRMED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
200,T74A2XD,Abuse and neglect,"CHILD FINANCIAL ABUSE, CONFIRMED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
201,T74A2XS,Abuse and neglect,"CHILD FINANCIAL ABUSE, CONFIRMED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
202,T7601XA,Abuse and neglect,"ADULT NEGLECT OR ABANDONMENT, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
203,T7601XD,Abuse and neglect,"ADULT NEGLECT OR ABANDONMENT, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
204,T7601XS,Abuse and neglect,"ADULT NEGLECT OR ABANDONMENT, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
205,T7602XA,Abuse and neglect,"CHILD NEGLECT OR ABANDONMENT, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
206,T7602XD,Abuse and neglect,"CHILD NEGLECT OR ABANDONMENT, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
207,T7602XS,Abuse and neglect,"CHILD NEGLECT OR ABANDONMENT, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
208,T7611XA,Abuse and neglect,"ADULT PHYSICAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
209,T7611XD,Abuse and neglect,"ADULT PHYSICAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
210,T7611XS,Abuse and neglect,"ADULT PHYSICAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
211,T7612XA,Abuse and neglect,"CHILD PHYSICAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
212,T7612XD,Abuse and neglect,"CHILD PHYSICAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
213,T7612XS,Abuse and neglect,"CHILD PHYSICAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
214,T7621XA,Abuse and neglect,"ADULT SEXUAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
215,T7621XD,Abuse and neglect,"ADULT SEXUAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
216,T7621XS,Abuse and neglect,"ADULT SEXUAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
217,T7622XA,Abuse and neglect,"CHILD SEXUAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
218,T7622XD,Abuse and neglect,"CHILD SEXUAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
219,T7622XS,Abuse and neglect,"CHILD SEXUAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
220,T7631XA,Abuse and neglect,"ADULT PSYCHOLOGICAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
221,T7631XD,Abuse and neglect,"ADULT PSYCHOLOGICAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
222,T7631XS,Abuse and neglect,"ADULT PSYCHOLOGICAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
223,T7632XA,Abuse and neglect,"CHILD PSYCHOLOGICAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
224,T7632XD,Abuse and neglect,"CHILD PSYCHOLOGICAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
225,T7632XS,Abuse and neglect,"CHILD PSYCHOLOGICAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
226,T7651XA,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
227,T7651XD,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
228,T7651XS,Abuse and neglect,"ADULT FORCED SEXUAL EXPLOITATION, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
229,T7652XA,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
230,T7652XD,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
231,T7652XS,Abuse and neglect,"CHILD SEXUAL EXPLOITATION, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
232,T7661XA,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
233,T7661XD,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
234,T7661XS,Abuse and neglect,"ADULT FORCED LABOR EXPLOITATION, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
235,T7662XA,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
236,T7662XD,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
237,T7662XS,Abuse and neglect,"CHILD FORCED LABOR EXPLOITATION, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,1,1,1,1,1,1,1
238,T7691XA,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
239,T7691XD,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
240,T7691XS,Abuse and neglect,"UNSPECIFIED ADULT MALTREATMENT, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
241,T7692XA,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
242,T7692XD,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
243,T7692XS,Abuse and neglect,"UNSPECIFIED CHILD MALTREATMENT, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
244,T76A1XA,Abuse and neglect,"ADULT FINANCIAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
245,T76A1XD,Abuse and neglect,"ADULT FINANCIAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
246,T76A1XS,Abuse and neglect,"ADULT FINANCIAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
247,T76A2XA,Abuse and neglect,"CHILD FINANCIAL ABUSE, SUSPECTED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
248,T76A2XD,Abuse and neglect,"CHILD FINANCIAL ABUSE, SUSPECTED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
249,T76A2XS,Abuse and neglect,"CHILD FINANCIAL ABUSE, SUSPECTED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1
250,V1541,Abuse and neglect,HX OF PHYSICAL ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
251,V1542,Abuse and neglect,HX OF EMOTIONAL ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
252,V1549,Abuse and neglect,PSYCHOLOGICAL TRAUMA NEC,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
253,V600,Housing/physical environment problems,LACK OF HOUSING,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
254,V601,Housing/physical environment problems,INADEQUATE HOUSING,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
255,V602,Employment or financial problems,ECONOMIC PROBLEM,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
256,V603,Other family problems,PERSON LIVING ALONE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
257,V604,Social environmental problem,NO FAMILY ABLE TO CARE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
258,V605,Social environmental problem,HOLIDAY RELIEF CARE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
259,V606,Social environmental problem,PERSON IN RESIDENT INST,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
260,V608,Employment or financial problems,HOUSING/ECONO CIRCUM NEC,9,1,1,1,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
261,V6081,Other family problems,FOSTER CARE (STATUS),9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
262,V6089,Employment or financial problems,HOUSING/ECONO CIRCUM NEC,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
263,V609,Employment or financial problems,HOUSING/ECONO CIRCUM NOS,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
264,V610,Other family problems,FAMILY DISRUPTION,9,1,1,1,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
265,V6101,Other family problems,FMILY DSRPT-FAM MILITARY,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
266,V6102,Other family problems,FMILY DSRPT-RET MILITARY,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
267,V6103,Family disruption by separation/divorce,FMILY DSRPT- DIVORCE/SEP,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
268,V6104,Other family problems,FAMILY DSRPT-ESTRANGMEMT,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
269,V6105,Child welfare placement,FAMLY DSRPT-CHLD CUSTODY,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
270,V6106,Other family problems,FAMILY DSRPT-FOSTER CARE,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
271,V6107,Disappearance/death of family member,FAMILY DSRPT-DEATH MEMBR,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
272,V6108,Other family problems,FMLY DSRP-FAM ABSNCE NEC,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
273,V6109,Other family problems,FAMILY DISRUPTION NEC,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
274,V6110,Abuse and neglect,CONSL PARTNER PROB,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
275,V6111,Abuse and neglect,CNSL VICTM PARTNER ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
276,V6112,Abuse and neglect,CNSL PERP PARTNER ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
277,V6120,Parent-child conflict,CNSL PRNT-CHLD PROB NOS,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
278,V6121,Abuse and neglect,CNSL VICTIM CHILD ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
279,V6122,Abuse and neglect,CNSL PERP PARENT CHLD AB,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
280,V6123,Parent-child conflict,CNSL PRNT-BIOL CHLD PROB,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
281,V6124,Parent-child conflict,CNSL PRNT-ADPT CHLD PROB,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
282,V6125,Parent-child conflict,CNSL PRNT-FSTR CHLD PROB,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
283,V6129,Parent-child conflict,OTH PARENT-CHILD PROBLEM,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
284,V6129,Parent-child conflict,PARENT-CHILD PROBLEM NEC,9,1,1,1,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
285,V613,Other family problems,PROBLEM W AGED PARENT,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
286,V6141,Family alcohol/drug use,ALCOHOLISM IN FAMILY,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
287,V6142,Family alcohol/drug use,SUBSTANCE ABUSE-FAMILY,9,0,0,0,0,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
288,V6149,Other family problems,FAMILY HEALTH PROBL NEC,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
289,V618,Other family problems,FAMILY CIRCUMSTANCES NEC,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
290,V619,Other family problems,FAMILY CIRCUMSTANCE NOS,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
291,V620,Employment or financial problems,UNEMPLOYMENT,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
292,V621,Employment or financial problems,ADVERSE EFF-WORK ENVIRON,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
293,V622,Employment or financial problems,OCCUP CIRCUMSTANCES NEC,9,1,1,1,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
294,V6221,Employment or financial problems,HX MILITARY DEPLOYMENT,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
295,V6222,Employment or financial problems,HX RETRN MILITARY DEPLOY,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
296,V6229,Employment or financial problems,OCCUPATIONL CIRCUMST NEC,9,0,0,0,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
297,V623,Educational problems,EDUCATIONAL CIRCUMSTANCE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
298,V624,Nonspecific psychosocial needs,SOCIAL MALADJUSTMENT,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
299,V625,Legal issues,LEGAL CIRCUMSTANCES,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
300,V6281,Nonspecific psychosocial needs,INTERPERSONAL PROBL NEC,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
301,V6283,Abuse and neglect,CNSL PERP PHYS/SEX ABUSE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
302,V6289,Nonspecific psychosocial needs,PSYCHOLOGICAL STRESS NEC,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
303,V629,Nonspecific psychosocial needs,PSYCHOSOCIAL CIRCUM NOS,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
304,V715,Abuse and neglect,OBSERV FOLLOWING RAPE,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
305,V7181,Abuse and neglect,OBSERVE-ABUSE & NEGLECT,9,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.
306,X920XXA,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN BATHTUB, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
307,X920XXD,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN BATHTUB, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
308,X920XXS,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN BATHTUB, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
309,X921XXA,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN SWIMMING POOL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
310,X921XXD,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN SWIMMING POOL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
311,X921XXS,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION WHILE IN SWIMMING POOL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
312,X922XXA,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION AFTER PUSH INTO SWIMMING POOL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
313,X922XXD,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION AFTER PUSH INTO SWIMMING POOL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
314,X922XXS,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION AFTER PUSH INTO SWIMMING POOL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
315,X923XXA,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION IN NATURAL WATER, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
316,X923XXD,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION IN NATURAL WATER, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
317,X923XXS,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION IN NATURAL WATER, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
318,X928XXA,Exposure to violence,"OTHER ASSAULT BY DROWNING AND SUBMERSION, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
319,X928XXD,Exposure to violence,"OTHER ASSAULT BY DROWNING AND SUBMERSION, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
320,X928XXS,Exposure to violence,"OTHER ASSAULT BY DROWNING AND SUBMERSION, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
321,X929XXA,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION, UNSPECIFIED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
322,X929XXD,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION, UNSPECIFIED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
323,X929XXS,Exposure to violence,"ASSAULT BY DROWNING AND SUBMERSION, UNSPECIFIED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
